timestamp,product_id,inventory_level,demand,competitor_price,price_sold
2024-03-26,p-003,55,0.92,34.47,35.31
2024-03-01,p-043,118,0.63,15.89,14.38
2024-04-06,p-019,104,0.46,33.58,29.85
2024-03-19,p-008,107,0.0,99.39,79.88
2024-01-25,p-013,5,0.22,79.42,74.6
2024-04-20,p-038,26,0.41,56.78,54.31
2024-01-06,p-046,106,0.38,56.23,49.06
2024-01-17,p-035,199,0.26,69.62,53.09
2024-04-20,p-036,195,0.25,40.79,31.19
2024-02-14,p-045,196,0.65,35.63,29.51
2024-03-08,p-041,178,0.42,94.14,76.14
2024-01-15,p-047,57,0.36,94.72,86.82
2024-01-13,p-042,62,0.69,76.99,74.96
2024-03-26,p-034,45,0.86,13.54,13.86
2024-02-10,p-009,0,0.48,28.14,28.03
2024-04-24,p-018,146,0.49,10.95,9.33
2024-01-17,p-018,117,0.47,41.47,36.4
2024-04-04,p-048,87,0.79,83.49,80.65
2024-04-18,p-026,27,0.65,88.08,88.27
2024-03-12,p-041,145,0.35,19.51,16.18
2024-01-12,p-023,144,0.55,92.96,80.37
2024-01-30,p-042,105,0.81,40.54,38.53
2024-03-24,p-025,150,0.79,62.83,56.5
2024-04-30,p-001,10,1.0,46.18,50.29
2024-03-10,p-031,135,0.29,37.36,30.96
2024-03-22,p-036,9,0.5,11.9,11.79
2024-02-27,p-044,90,0.64,47.43,44.37
2024-03-07,p-021,121,0.51,70.3,61.92
2024-01-20,p-043,47,0.38,79.73,74.16
2024-01-06,p-024,36,0.0,85.3,74.01
2024-02-03,p-001,113,0.73,54.86,50.9
2024-04-04,p-036,54,1.0,55.08,57.32
2024-02-28,p-045,176,0.21,93.53,72.6
2024-01-22,p-041,191,0.52,69.34,56.32
2024-03-02,p-033,63,0.13,28.82,25.01
2024-02-07,p-010,136,0.39,13.23,11.18
2024-03-30,p-040,188,0.6,63.63,52.7
2024-03-30,p-004,52,0.55,72.17,69.1
2024-01-01,p-031,151,0.02,84.43,64.8
2024-04-02,p-035,74,0.5,55.78,51.65
2024-04-24,p-028,98,0.81,64.5,61.79
2024-02-09,p-019,141,0.36,56.08,46.82
2024-02-29,p-014,61,0.82,72.51,72.44
2024-03-29,p-038,108,0.27,74.74,63.6
2024-03-01,p-023,149,0.62,38.19,33.28
2024-02-01,p-009,138,0.4,18.28,15.44
2024-04-01,p-015,155,0.49,55.45,46.76
2024-03-20,p-000,67,0.27,23.92,21.29
2024-01-31,p-011,109,0.42,21.03,18.44
2024-03-04,p-035,133,0.33,43.99,36.84
2024-03-19,p-018,137,0.53,13.99,12.15
2024-03-05,p-029,36,0.53,23.97,23.25
2024-02-07,p-036,34,0.66,64.66,64.46
2024-03-21,p-010,163,1.0,54.25,49.95
2024-02-15,p-016,175,0.38,29.55,23.79
2024-02-26,p-012,151,0.65,49.91,43.64
2024-01-01,p-039,196,0.44,83.91,66.65
2024-01-07,p-030,34,0.69,85.89,86.12
2024-02-10,p-037,83,0.3,44.69,39.34
2024-02-11,p-008,78,0.6,53.99,50.77
2024-01-21,p-023,73,1.0,11.89,12.12
2024-04-10,p-025,121,0.53,28.63,25.32
2024-02-22,p-038,144,0.31,53.39,43.97
2024-01-04,p-022,140,0.55,91.87,79.8
2024-04-12,p-000,40,0.36,37.08,34.6
2024-02-09,p-018,126,0.6,78.72,70.18
2024-01-22,p-037,70,0.82,76.14,75.34
2024-01-30,p-015,11,0.18,52.8,48.88
2024-03-22,p-023,138,0.32,26.92,22.37
2024-02-07,p-005,106,1.0,85.43,84.01
2024-01-28,p-030,166,0.52,88.15,73.81
2024-04-24,p-018,83,0.42,94.26,85.05
2024-02-22,p-026,40,0.11,60.41,53.47
2024-03-25,p-013,11,0.13,68.29,62.54
2024-01-09,p-001,67,0.7,16.61,16.12
2024-01-07,p-002,52,0.35,78.16,71.87
2024-02-24,p-047,121,0.29,45.96,38.7
2024-03-24,p-011,90,0.02,54.31,44.68
2024-02-10,p-030,20,0.24,36.77,34.16
2024-03-25,p-001,63,0.18,28.03,24.58
2024-01-12,p-000,144,0.29,98.72,80.96
2024-01-10,p-013,16,0.25,55.63,52.0
2024-02-26,p-013,134,0.7,13.44,12.1
2024-02-04,p-049,173,0.21,45.27,35.27
2024-01-30,p-034,160,0.3,54.42,43.88
2024-03-30,p-029,2,0.57,80.15,81.11
2024-02-20,p-021,99,0.4,48.2,42.56
2024-02-27,p-048,41,0.73,85.04,85.3
2024-04-09,p-012,146,0.49,20.43,17.41
2024-02-17,p-037,120,0.44,98.97,86.05
2024-04-09,p-022,191,0.64,23.54,19.58
2024-02-29,p-036,105,0.0,63.86,51.44
2024-02-21,p-000,34,0.35,35.95,33.69
2024-02-14,p-036,46,0.61,42.28,41.22
2024-01-21,p-034,96,0.1,96.88,80.57
2024-01-31,p-011,54,0.46,36.55,34.3
2024-03-06,p-016,161,0.46,83.56,69.55
2024-03-06,p-012,52,0.18,72.89,64.68
2024-03-09,p-027,167,0.93,17.39,15.73
2024-04-05,p-019,144,0.42,67.95,57.23
2024-04-01,p-005,93,0.32,26.24,22.94
2024-02-17,p-048,86,0.99,77.24,77.52
2024-01-18,p-047,7,0.67,45.88,47.11
2024-01-20,p-048,122,0.66,73.86,66.92
2024-01-30,p-036,54,0.24,24.56,22.03
2024-02-14,p-035,195,0.57,94.48,77.12
2024-04-30,p-010,12,0.48,26.89,26.46
2024-04-14,p-042,28,0.45,94.94,91.36
2024-03-31,p-005,102,0.0,51.56,41.67
2024-04-07,p-010,106,0.56,17.8,16.1
2024-01-13,p-041,42,0.78,17.93,18.14
2024-03-13,p-022,70,0.44,58.21,53.49
2024-03-14,p-037,109,0.41,61.21,53.56
2024-02-01,p-049,181,0.45,65.58,53.17
2024-01-24,p-023,114,0.64,13.63,12.41
2024-03-16,p-020,113,0.89,45.19,43.21
2024-02-27,p-007,18,0.16,83.6,76.51
2024-04-16,p-000,151,0.54,27.07,23.17
2024-03-16,p-008,111,0.6,39.74,36.04
2024-03-30,p-038,64,0.68,99.53,96.51
2024-03-27,p-009,145,0.94,29.34,27.29
2024-02-01,p-035,72,0.73,28.23,27.4
2024-01-05,p-030,85,0.79,52.81,51.12
2024-02-12,p-041,193,0.94,78.11,68.58
2024-02-28,p-045,89,0.0,36.13,29.62
2024-02-13,p-015,126,0.66,54.85,49.47
2024-03-25,p-027,7,0.87,11.45,12.21
2024-02-12,p-011,63,0.68,94.89,92.11
2024-01-27,p-042,138,0.56,64.89,56.61
2024-03-01,p-043,190,0.19,84.99,64.57
2024-01-08,p-000,150,0.63,80.87,70.53
2024-02-28,p-049,25,0.81,19.36,20.05
2024-02-13,p-047,8,0.59,46.16,46.61
2024-01-02,p-024,192,0.42,56.7,45.08
2024-01-10,p-045,103,0.72,57.18,53.55
2024-04-30,p-031,12,0.47,21.74,21.35
2024-01-24,p-001,170,0.89,96.48,86.32
2024-03-16,p-039,154,0.1,82.28,64.04
2024-03-08,p-038,17,0.07,99.57,89.46
2024-01-22,p-032,34,0.24,61.88,56.67
2024-03-12,p-003,3,0.35,52.94,51.2
2024-04-20,p-029,97,0.92,28.64,28.03
2024-04-03,p-033,97,0.31,24.86,21.6
2024-02-12,p-030,163,0.56,88.06,74.59
2024-02-05,p-038,12,0.19,18.19,16.86
2024-04-11,p-000,119,1.0,83.12,80.55
2024-02-11,p-009,197,0.51,66.82,53.76
2024-02-04,p-007,191,0.55,99.56,81.35
2024-04-23,p-002,157,0.54,56.31,47.85
2024-02-13,p-028,28,1.0,57.37,61.34
2024-02-13,p-002,176,0.32,96.18,76.4
2024-02-20,p-026,164,0.2,16.36,12.86
2024-04-12,p-030,183,0.03,81.44,60.28
2024-03-31,p-030,139,1.0,76.66,72.6
2024-03-12,p-023,127,0.3,88.46,74.14
2024-01-30,p-015,121,0.55,37.87,33.62
2024-03-13,p-028,134,0.4,61.88,52.52
2024-03-14,p-038,198,0.5,98.24,78.79
2024-04-26,p-023,127,0.39,96.54,82.43
2024-03-10,p-003,174,0.61,18.19,15.36
2024-02-05,p-007,123,1.0,18.62,17.96
2024-03-01,p-039,26,0.53,35.67,34.95
2024-04-03,p-038,23,0.31,83.87,78.83
2024-04-16,p-018,72,0.96,26.48,26.83
2024-01-12,p-020,130,0.32,32.05,26.88
2024-04-27,p-026,186,0.55,13.2,10.85
2024-03-17,p-009,140,0.2,99.38,80.34
2024-02-18,p-002,15,0.57,66.2,66.12
2024-01-16,p-008,155,0.78,20.91,18.66
2024-01-04,p-031,59,0.64,58.52,56.61
2024-03-12,p-027,159,0.16,35.68,27.97
2024-04-04,p-047,99,0.68,95.33,88.98
2024-02-01,p-039,53,0.95,62.63,64.65
2024-01-30,p-011,22,0.67,15.45,15.62
2024-03-31,p-033,80,0.8,71.28,69.51
2024-04-13,p-037,22,0.33,92.39,87.29
2024-03-09,p-035,164,0.25,29.13,23.14
2024-01-12,p-003,166,0.24,81.66,64.56
2024-02-11,p-045,41,0.44,81.3,77.03
2024-03-14,p-048,35,0.76,29.64,30.09
2024-01-22,p-028,34,0.77,51.49,52.43
2024-02-09,p-036,146,0.14,40.21,31.87
2024-01-29,p-009,103,0.6,64.35,58.88
2024-03-03,p-004,160,0.42,16.91,13.98
2024-04-15,p-028,92,0.82,30.62,29.58
2024-01-05,p-001,81,0.41,85.39,77.06
2024-02-05,p-024,79,0.44,14.48,13.18
2024-02-23,p-047,9,0.6,52.74,53.31
2024-03-19,p-033,162,0.65,34.04,29.38
2024-01-27,p-030,79,0.06,58.36,49.02
2024-03-20,p-024,177,0.72,67.16,57.7
2024-03-06,p-047,132,0.55,62.67,54.94
2024-02-19,p-047,137,0.63,81.44,72.11
2024-03-10,p-019,124,0.2,24.14,19.88
2024-04-02,p-031,54,0.84,87.12,88.02
2024-03-03,p-022,72,0.34,44.95,40.38
2024-04-03,p-008,39,0.0,84.62,73.19
2024-02-04,p-049,63,0.69,99.59,96.86
2024-01-06,p-007,106,0.89,33.38,32.17
2024-03-09,p-041,190,0.11,48.18,35.98
2024-03-23,p-044,96,0.39,52.45,46.37
2024-04-05,p-030,158,1.0,68.7,63.63
2024-02-04,p-010,56,0.32,87.11,79.27
2024-01-30,p-022,101,0.14,85.97,71.72
2024-02-20,p-042,174,0.34,68.51,54.78
2024-01-15,p-010,144,0.33,25.18,20.82
2024-03-08,p-005,184,0.77,15.11,13.0
2024-01-03,p-047,14,0.33,71.49,68.09
2024-03-23,p-037,51,0.58,83.1,80.12
2024-04-16,p-035,4,0.33,12.06,11.6
2024-04-15,p-039,48,0.58,66.73,64.54
2024-01-18,p-034,164,0.6,96.8,82.54
2024-02-10,p-030,69,0.69,11.2,10.82
2024-04-08,p-022,159,0.47,10.76,8.99
2024-01-12,p-036,200,0.31,20.32,15.64
2024-02-23,p-030,122,0.84,56.8,53.26
2024-04-02,p-026,108,0.83,91.67,87.17
2024-02-28,p-026,91,0.54,34.84,31.92
2024-04-15,p-014,173,0.21,20.9,16.28
2024-01-27,p-008,145,0.58,72.84,63.27
2024-04-15,p-039,62,0.54,76.99,72.79
2024-04-05,p-046,108,0.95,40.75,39.62
2024-04-22,p-004,118,0.45,23.21,20.27
2024-03-06,p-009,112,0.75,38.58,35.97
2024-04-13,p-016,14,0.5,42.78,42.18
2024-04-29,p-003,131,0.34,23.52,19.78
2024-01-12,p-020,18,0.0,99.37,87.82
2024-04-02,p-015,68,0.34,93.12,84.01
2024-03-25,p-009,46,0.37,51.67,48.01
2024-03-20,p-009,70,0.34,14.24,12.82
2024-03-04,p-031,110,0.56,59.37,53.47
2024-02-16,p-027,120,0.59,74.27,66.53
2024-04-25,p-016,174,0.34,38.87,31.08
2024-04-08,p-001,79,0.38,64.61,58.08
2024-02-21,p-033,123,0.46,41.39,36.01
2024-03-30,p-029,188,0.71,43.36,36.69
2024-04-24,p-032,109,0.61,74.37,67.72
2024-04-04,p-049,9,0.53,89.57,89.3
2024-01-23,p-030,109,0.72,94.53,87.93
2024-01-16,p-027,98,0.23,67.65,57.73
2024-04-18,p-007,198,0.34,15.97,12.4
2024-04-20,p-021,63,0.37,67.03,61.17
2024-03-11,p-043,137,0.53,49.96,43.37
2024-01-28,p-033,158,0.12,85.34,66.4
2024-03-17,p-015,196,0.3,47.73,36.84
2024-03-03,p-022,16,0.0,56.16,49.74
2024-01-11,p-022,72,0.68,21.42,20.59
2024-02-19,p-006,44,0.8,52.06,52.76
2024-03-11,p-012,198,0.49,10.67,8.54
2024-01-19,p-018,113,0.69,29.98,27.6
2024-02-28,p-021,193,0.46,25.12,20.11
2024-04-11,p-013,180,0.46,22.26,18.11
2024-03-18,p-046,76,0.55,72.2,67.38
2024-02-02,p-005,38,0.54,64.39,62.44
2024-02-22,p-049,31,0.76,94.93,96.77
2024-03-26,p-001,87,0.62,44.04,41.17
2024-02-13,p-026,0,0.74,60.13,63.02
2024-02-21,p-044,184,0.27,67.95,52.9
2024-04-07,p-008,46,0.33,12.57,11.58
2024-04-14,p-016,87,0.6,26.69,24.86
2024-02-11,p-043,178,0.21,11.48,8.89
2024-03-01,p-010,199,0.28,10.3,7.89
2024-02-15,p-040,26,0.88,55.81,58.49
2024-02-06,p-041,56,0.45,52.32,48.9
2024-01-03,p-003,36,0.86,77.78,80.38
2024-03-07,p-038,93,0.26,21.54,18.6
2024-04-07,p-008,76,0.42,40.65,36.96
2024-01-20,p-018,195,0.75,25.8,21.81
2024-02-14,p-045,143,0.34,10.41,8.64
2024-01-23,p-013,70,0.25,82.31,72.72
2024-02-13,p-034,25,0.35,97.96,92.65
2024-03-08,p-041,116,0.38,24.82,21.41
2024-02-03,p-033,170,0.14,91.57,70.53
2024-04-09,p-039,142,0.58,10.05,8.76
2024-04-06,p-044,68,0.43,23.99,22.05
2024-02-07,p-011,67,0.19,18.88,16.52
2024-02-25,p-042,194,0.61,94.72,78.02
2024-04-13,p-007,139,0.3,79.85,66.0
2024-03-19,p-028,111,0.35,90.79,78.29
2024-01-14,p-035,82,0.49,15.43,14.14
2024-04-13,p-004,103,0.97,56.29,55.24
2024-02-26,p-002,79,0.23,51.91,45.23
2024-02-19,p-031,38,0.33,45.28,42.08
2024-04-27,p-033,20,0.21,36.21,33.43
2024-03-16,p-006,134,0.96,47.98,45.37
2024-02-16,p-015,55,0.45,77.35,72.36
2024-03-09,p-004,24,0.49,88.83,86.52
2024-01-02,p-039,17,0.53,57.51,56.87
2024-02-14,p-030,82,0.58,69.32,64.65
2024-02-20,p-018,74,0.67,68.99,66.06
2024-02-15,p-005,42,0.78,52.65,53.26
2024-01-24,p-011,86,0.08,99.58,83.37
2024-04-02,p-009,124,0.54,95.28,84.13
2024-04-11,p-024,24,0.08,46.43,41.51
2024-01-12,p-036,123,0.18,51.43,42.22
2024-03-06,p-016,75,0.0,19.2,15.98
2024-01-10,p-037,135,0.26,56.63,46.63
2024-04-18,p-037,194,0.64,71.72,59.42
2024-03-16,p-027,26,0.87,60.31,63.09
2024-04-26,p-044,133,0.5,18.38,15.94
2024-03-07,p-039,94,0.69,50.22,47.23
2024-03-02,p-036,178,0.86,44.97,39.63
2024-03-03,p-009,101,0.65,43.84,40.59
2024-01-07,p-030,42,0.65,72.72,71.76
2024-03-08,p-031,20,0.9,76.34,80.8
2024-01-21,p-028,64,0.0,40.54,34.15
2024-01-19,p-043,4,0.21,23.49,22.04
2024-01-20,p-009,22,0.7,71.01,72.23
2024-04-15,p-022,65,0.33,84.23,76.08
2024-04-21,p-045,11,0.0,37.24,33.15
2024-03-10,p-027,29,0.62,17.05,16.95
2024-04-28,p-025,29,0.79,74.77,76.81
2024-04-25,p-039,107,0.78,79.03,74.53
2024-01-05,p-048,27,0.0,72.86,63.8
2024-02-06,p-015,171,1.0,94.28,85.97
2024-04-02,p-026,3,0.67,31.76,32.74
2024-02-16,p-011,55,0.5,13.0,12.28
2024-04-10,p-002,14,0.57,95.93,95.91
2024-03-26,p-024,8,0.27,35.99,34.06
2024-02-23,p-028,32,0.5,66.1,63.98
2024-03-04,p-027,178,0.93,10.96,9.78
2024-03-17,p-012,193,0.84,61.73,53.2
2024-04-09,p-033,124,0.67,78.24,70.87
2024-01-21,p-042,13,1.0,86.34,93.74
2024-02-13,p-009,198,0.17,26.64,19.96
2024-03-28,p-014,159,0.53,12.73,10.77
2024-04-08,p-004,99,0.55,47.84,43.53
2024-03-05,p-023,64,0.0,15.45,13.02
2024-04-04,p-037,75,0.49,63.56,58.68
2024-01-25,p-009,25,0.0,69.42,60.92
2024-02-25,p-008,156,0.81,41.26,36.98
2024-03-21,p-016,171,0.84,62.32,55.18
2024-02-27,p-004,196,0.58,24.72,20.19
2024-01-10,p-025,118,1.0,78.21,75.88
2024-03-08,p-004,136,0.16,98.76,79.53
2024-03-28,p-022,4,0.0,65.6,58.8
2024-03-29,p-041,25,0.4,81.8,78.16
2024-02-22,p-047,121,0.43,88.54,76.74
2024-03-23,p-036,116,0.86,79.13,74.99
2024-01-06,p-028,108,0.27,56.81,48.34
2024-03-12,p-011,109,0.36,48.16,41.71
2024-02-22,p-020,68,0.79,25.21,24.86
2024-03-24,p-026,74,0.38,49.32,44.57
2024-02-29,p-036,117,0.66,82.89,75.53
2024-02-11,p-036,171,0.88,54.18,48.33
2024-02-19,p-000,116,0.66,33.05,30.15
2024-01-03,p-026,96,0.27,27.42,23.65
2024-03-30,p-021,96,0.29,21.51,18.63
2024-02-07,p-037,46,0.25,79.28,71.85
2024-03-14,p-010,75,0.48,22.74,20.95
2024-01-29,p-003,86,0.44,93.92,84.81
2024-02-17,p-005,97,0.43,88.11,78.45
2024-04-06,p-041,151,0.78,36.03,32.3
2024-03-22,p-007,183,0.4,52.66,42.16
2024-03-14,p-032,45,0.44,29.75,28.07
2024-02-17,p-039,105,0.35,35.64,30.94
2024-01-24,p-027,122,0.35,97.36,82.92
2024-03-26,p-036,76,0.65,78.52,74.73
2024-01-06,p-025,136,0.7,32.05,28.8
2024-03-24,p-043,7,0.64,32.83,33.51
2024-02-11,p-004,184,0.28,55.89,43.6
2024-04-18,p-014,168,0.31,51.66,41.35
2024-04-06,p-014,155,1.0,91.24,84.81
2024-03-03,p-009,75,0.31,12.63,11.24
2024-02-23,p-014,150,0.55,58.48,50.21
2024-04-05,p-010,142,0.8,73.8,67.12
2024-02-10,p-038,25,0.38,77.43,73.68
2024-01-12,p-004,180,0.63,45.97,38.68
2024-02-07,p-038,27,0.68,68.09,68.64
2024-04-14,p-004,183,0.44,45.06,36.37
2024-04-06,p-032,190,0.3,87.06,67.7
2024-02-15,p-038,142,0.46,26.55,22.6
2024-03-08,p-028,171,0.36,10.57,8.52
2024-02-01,p-000,128,0.99,75.37,72.16
2024-01-01,p-016,28,0.58,57.15,56.44
2024-04-28,p-003,29,0.46,27.02,26.03
2024-04-30,p-003,188,0.26,73.16,56.55
2024-02-04,p-012,196,0.87,26.89,23.22
2024-04-01,p-008,184,0.46,33.79,27.35
2024-02-04,p-049,57,0.55,24.04,22.9
2024-04-26,p-014,179,0.49,33.32,27.3
2024-04-05,p-011,76,0.48,54.36,50.03
2024-02-29,p-047,143,0.48,12.65,10.8
2024-02-12,p-012,86,1.0,49.43,49.7
2024-01-09,p-003,27,0.49,91.98,89.32
2024-04-30,p-000,124,0.21,94.61,78.07
2024-01-11,p-011,150,1.0,97.49,91.15
2024-02-05,p-006,179,0.75,61.97,53.42
2024-03-31,p-020,37,0.4,52.26,49.32
2024-04-11,p-010,56,0.15,40.99,35.99
2024-04-24,p-020,40,0.3,65.3,60.18
2024-01-19,p-028,54,0.39,54.5,50.42
2024-02-25,p-041,160,0.69,50.03,43.62
2024-04-08,p-027,24,1.0,13.62,14.62
2024-02-06,p-046,34,0.88,14.43,15.0
2024-03-07,p-004,184,0.52,55.89,45.79
2024-03-18,p-031,195,0.21,24.32,18.44
2024-04-26,p-044,192,0.4,27.22,21.55
2024-01-01,p-034,103,0.26,70.53,60.23
2024-03-22,p-049,146,0.69,70.01,62.06
2024-02-11,p-039,6,0.37,59.06,57.18
2024-04-12,p-031,15,0.2,38.21,35.38
2024-02-07,p-041,152,0.84,41.82,37.87
2024-04-05,p-028,119,0.33,47.13,40.11
2024-02-18,p-034,21,0.17,63.02,57.62
2024-04-30,p-024,61,0.45,82.83,77.0
2024-02-29,p-004,22,0.53,68.62,67.51
2024-03-27,p-017,76,0.59,39.02,36.7
2024-01-11,p-011,67,0.63,10.92,10.45
2024-03-07,p-019,183,0.09,84.63,63.47
2024-01-26,p-021,27,0.73,66.96,68.15
2024-03-24,p-009,177,0.2,54.16,41.9
2024-02-22,p-013,3,0.31,67.09,64.35
2024-03-30,p-014,143,0.43,27.52,23.25
2024-01-04,p-009,78,0.53,75.75,70.26
2024-01-19,p-030,167,0.56,50.78,42.81
2024-01-02,p-034,29,0.33,99.62,93.44
2024-01-04,p-016,57,0.54,96.7,91.92
2024-03-30,p-017,144,0.42,84.78,71.41
2024-01-27,p-037,15,0.59,93.29,93.54
2024-03-01,p-026,146,0.33,16.92,13.96
2024-04-23,p-042,18,0.75,61.11,63.01
2024-01-30,p-033,197,0.0,98.23,70.99
2024-01-11,p-039,7,0.47,36.94,36.46
2024-02-05,p-049,98,0.11,34.64,28.81
2024-04-21,p-026,162,0.52,29.81,25.08
2024-01-10,p-004,200,0.26,15.41,11.74
2024-02-04,p-006,35,0.68,23.96,23.95
2024-03-17,p-021,132,0.66,38.47,34.46
2024-03-16,p-005,165,0.94,21.0,19.08
2024-03-06,p-004,122,0.19,79.01,65.07
2024-04-23,p-016,32,0.46,86.23,82.8
2024-04-27,p-012,124,0.71,32.29,29.47
2024-04-21,p-025,107,0.98,94.46,92.45
2024-01-04,p-039,102,0.63,20.8,19.16
2024-01-08,p-022,4,0.73,19.43,20.24
2024-03-04,p-037,65,0.42,98.54,90.66
2024-03-28,p-030,151,0.26,22.42,18.12
2024-04-19,p-022,157,0.3,69.62,56.34
2024-04-27,p-028,107,0.76,54.16,50.88
2024-01-23,p-040,44,0.45,69.15,65.45
2024-04-20,p-020,57,0.58,40.03,38.35
2024-02-19,p-001,157,0.38,71.88,59.14
2024-02-07,p-015,192,0.45,89.86,71.88
2024-01-03,p-049,197,1.0,69.3,61.21
2024-03-22,p-043,181,0.7,38.19,32.53
2024-04-29,p-032,151,0.91,21.58,19.82
2024-01-09,p-000,4,0.42,79.8,78.21
2024-03-22,p-029,120,0.77,22.68,21.04
2024-02-24,p-037,109,0.38,13.15,11.44
2024-02-23,p-003,61,0.48,59.87,55.99
2024-03-24,p-034,29,0.38,90.65,85.91
2024-01-26,p-042,194,0.82,82.08,70.39
2024-04-13,p-034,134,0.84,12.44,11.51
2024-03-28,p-036,57,0.63,56.14,54.32
2024-04-26,p-027,161,0.7,64.72,56.47
2024-01-21,p-026,93,0.25,47.21,40.68
2024-03-03,p-043,166,0.23,69.15,54.56
2024-03-12,p-037,47,0.23,82.86,74.7
2024-02-03,p-045,142,0.95,16.63,15.55
2024-04-22,p-040,175,0.52,92.09,76.28
2024-02-25,p-049,155,0.42,89.09,74.08
2024-02-29,p-027,20,0.61,34.64,34.69
2024-04-20,p-006,20,0.54,80.18,79.21
2024-01-22,p-046,199,0.62,72.53,59.49
2024-02-02,p-028,1,0.28,55.43,52.94
2024-02-13,p-028,168,0.59,43.56,36.89
2024-03-09,p-009,37,1.0,59.79,63.34
2024-01-08,p-007,103,0.86,10.65,10.24
2024-04-27,p-025,192,0.0,55.29,40.21
2024-04-12,p-008,159,0.04,25.37,19.37
2024-01-04,p-036,19,0.37,25.92,24.77
2024-02-22,p-048,114,1.0,70.8,69.0
2024-01-02,p-026,74,0.47,60.9,56.06
2024-03-21,p-016,61,0.23,91.75,81.5
2024-02-13,p-001,66,0.67,91.84,88.7
2024-02-26,p-036,160,0.81,85.87,76.6
2024-04-13,p-019,94,0.31,16.5,14.38
2024-03-02,p-001,94,0.34,75.06,65.83
2024-02-13,p-044,27,0.0,83.56,73.17
2024-01-11,p-032,140,0.49,54.17,46.49
2024-03-02,p-026,141,0.29,73.78,60.72
2024-03-21,p-038,177,0.57,99.83,83.31
2024-02-26,p-043,7,0.92,83.33,89.7
2024-04-07,p-000,75,0.55,87.83,82.06
2024-04-28,p-030,138,0.77,65.76,59.75
2024-01-22,p-023,194,0.7,15.24,12.77
2024-02-02,p-026,65,0.0,66.93,56.32
2024-01-14,p-011,52,0.62,17.89,17.37
2024-04-20,p-015,98,0.6,70.63,64.98
2024-01-02,p-021,139,0.2,15.93,12.89
2024-03-29,p-001,51,0.5,20.9,19.83
2024-01-14,p-014,180,0.23,76.23,59.13
2024-04-12,p-010,147,0.78,35.67,32.13
2024-01-28,p-042,191,0.59,22.52,18.55
2024-01-11,p-022,61,0.34,39.18,35.61
2024-02-24,p-027,42,0.0,60.24,51.94
2024-04-19,p-015,82,0.44,15.92,14.44
2024-03-22,p-049,45,0.31,22.2,20.4
2024-01-21,p-034,122,0.57,45.66,40.65
2024-03-09,p-002,101,0.51,10.7,9.64
2024-01-02,p-038,51,0.5,27.72,26.31
2024-04-05,p-048,136,0.27,29.66,24.45
2024-04-25,p-006,36,0.72,24.67,24.83
2024-02-05,p-022,197,0.42,71.64,56.61
2024-02-11,p-037,184,0.43,52.8,42.48
2024-01-04,p-019,95,0.81,97.55,93.76
2024-02-20,p-039,93,0.79,17.02,16.33
2024-03-01,p-047,41,0.46,54.65,51.99
2024-01-19,p-013,91,0.47,21.73,19.63
2024-04-04,p-040,181,0.33,96.0,75.95
2024-01-05,p-015,14,0.78,23.18,24.14
2024-03-30,p-011,172,0.7,81.08,69.82
2024-03-17,p-031,198,0.31,97.37,75.12
2024-01-03,p-047,79,0.01,34.88,28.98
2024-04-13,p-003,89,0.49,27.81,25.28
2024-03-04,p-015,139,0.75,76.53,69.19
2024-02-05,p-047,109,0.43,57.73,50.72
2024-03-21,p-006,115,0.0,96.53,76.89
2024-02-12,p-020,80,0.71,11.46,10.99
2024-02-15,p-047,91,0.0,24.87,20.35
2024-01-21,p-046,184,0.81,87.49,75.82
2024-04-18,p-016,177,0.76,30.65,26.54
2024-04-27,p-016,137,0.15,77.31,62.05
2024-02-02,p-010,90,0.45,88.32,79.57
2024-02-03,p-002,39,1.0,48.06,50.8
2024-01-15,p-034,109,0.45,99.65,87.9
2024-04-25,p-005,153,0.07,28.15,21.79
2024-03-10,p-012,113,0.55,10.12,9.07
2024-01-07,p-038,82,1.0,66.46,67.11
2024-01-21,p-002,148,0.48,35.54,30.16
2024-02-03,p-031,121,0.47,62.08,54.24
2024-04-09,p-048,116,0.21,95.2,79.28
2024-01-14,p-044,12,0.25,89.5,84.0
2024-01-13,p-014,6,0.5,16.13,16.03
2024-04-22,p-039,85,0.72,74.54,71.21
2024-04-16,p-032,145,0.0,45.21,34.79
2024-03-02,p-049,155,0.29,82.24,66.57
2024-01-11,p-035,30,0.34,21.89,20.55
2024-02-06,p-002,45,0.52,99.35,95.26
2024-01-03,p-049,64,0.6,41.56,39.68
2024-01-16,p-015,25,0.47,42.78,41.46
2024-02-24,p-018,71,0.45,85.55,78.68
2024-03-15,p-019,94,0.15,35.58,29.98
2024-03-09,p-036,137,0.89,84.63,78.73
2024-03-20,p-030,30,0.11,37.33,33.39
2024-03-22,p-031,138,0.63,60.28,53.31
2024-03-08,p-008,91,0.21,48.56,41.58
2024-03-20,p-018,20,0.73,50.37,51.63
2024-02-16,p-001,5,0.37,89.19,86.44
2024-03-29,p-010,45,0.12,59.02,52.08
2024-02-28,p-023,111,0.36,78.93,68.2
2024-03-23,p-027,188,0.48,97.62,78.95
2024-03-22,p-002,169,0.26,25.24,19.97
2024-03-20,p-010,170,0.17,11.58,8.98
2024-04-10,p-046,169,0.45,43.53,35.81
2024-03-13,p-008,132,0.96,12.89,12.22
2024-02-15,p-010,152,0.16,29.34,23.19
